id,createdTime,FarmerID,LGA,Active,JoinedDate,Phone
recFRM0249,2026-03-15T08:00:00.000Z,FRM-2024-0249,Aninri,True,2024-03-15,+2348071885144
recFRM0250,2026-03-15T08:00:00.000Z,FRM-2024-0250,Aninri,True,2024-03-15,+2348010982100
recFRM0251,2026-03-15T08:00:00.000Z,FRM-2024-0251,Igbo-Eze,True,2024-03-15,+2348074148978
recFRM0252,2026-03-15T08:00:00.000Z,FRM-2024-0252,Enugu-East,True,2024-03-15,+2348048211717
recFRM0253,2026-03-15T08:00:00.000Z,FRM-2024-0253,Aninri,True,2024-03-15,+2348031643036
recFRM0254,2026-03-15T08:00:00.000Z,FRM-2024-0254,Enugu-East,True,2024-03-15,+2348043999017
recFRM0255,2026-03-15T08:00:00.000Z,FRM-2024-0255,Igbo-Eze,True,2024-03-15,+2348026685577
recFRM0256,2026-03-15T08:00:00.000Z,FRM-2024-0256,Nsukka,True,2024-03-15,+2348090853119
recFRM0257,2026-03-15T08:00:00.000Z,FRM-2024-0257,Enugu-East,True,2024-03-15,+2348042923162
recFRM0258,2026-03-15T08:00:00.000Z,FRM-2024-0258,Nsukka,True,2024-03-15,+2348095975651
recFRM0259,2026-03-15T08:00:00.000Z,FRM-2024-0259,Nsukka,True,2024-03-15,+2348030263925
recFRM0260,2026-03-15T08:00:00.000Z,FRM-2024-0260,Udi,True,2024-03-15,+2348090361772
recFRM0261,2026-03-15T08:00:00.000Z,FRM-2024-0261,Nsukka,True,2024-03-15,+2348010117408
recFRM0262,2026-03-15T08:00:00.000Z,FRM-2024-0262,Aninri,True,2024-03-15,+2348013071443
recFRM0263,2026-03-15T08:00:00.000Z,FRM-2024-0263,Nsukka,True,2024-03-15,+2348082437084
recFRM0264,2026-03-15T08:00:00.000Z,FRM-2024-0264,Aninri,True,2024-03-15,+2348030703496
recFRM0265,2026-03-15T08:00:00.000Z,FRM-2024-0265,Igbo-Eze,True,2024-03-15,+2348026611654
recFRM0266,2026-03-15T08:00:00.000Z,FRM-2024-0266,Aninri,True,2024-03-15,+2348040861677
recFRM0267,2026-03-15T08:00:00.000Z,FRM-2024-0267,Aninri,True,2024-03-15,+2348051460896
recFRM0268,2026-03-15T08:00:00.000Z,FRM-2024-0268,Aninri,True,2024-03-15,+2348025637050
recFRM0269,2026-03-15T08:00:00.000Z,FRM-2024-0269,Enugu-East,True,2024-03-15,+2348098096830
recFRM0270,2026-03-15T08:00:00.000Z,FRM-2024-0270,Enugu-East,True,2024-03-15,+2348090910138
recFRM0271,2026-03-15T08:00:00.000Z,FRM-2024-0271,Nsukka,True,2024-03-15,+2348072820659
recFRM0272,2026-03-15T08:00:00.000Z,FRM-2024-0272,Igbo-Eze,True,2024-03-15,+2348097541800
recFRM0273,2026-03-15T08:00:00.000Z,FRM-2024-0273,Enugu-East,True,2024-03-15,+2348027303337
recFRM0274,2026-03-15T08:00:00.000Z,FRM-2024-0274,Nsukka,True,2024-03-15,+2348091203316
recFRM0275,2026-03-15T08:00:00.000Z,FRM-2024-0275,Aninri,True,2024-03-15,+2348019268742
recFRM0276,2026-03-15T08:00:00.000Z,FRM-2024-0276,Nsukka,True,2024-03-15,+2348064608859
recFRM0277,2026-03-15T08:00:00.000Z,FRM-2024-0277,Igbo-Eze,True,2024-03-15,+2348095928934
recFRM0278,2026-03-15T08:00:00.000Z,FRM-2024-0278,Igbo-Eze,True,2024-03-15,+2348085728138
recFRM0279,2026-03-15T08:00:00.000Z,FRM-2024-0279,Nsukka,True,2024-03-15,+2348071160098
recFRM0280,2026-03-15T08:00:00.000Z,FRM-2024-0280,Nsukka,True,2024-03-15,+2348051541425
recFRM0281,2026-03-15T08:00:00.000Z,FRM-2024-0281,Igbo-Eze,True,2024-03-15,+2348097409720
recFRM0282,2026-03-15T08:00:00.000Z,FRM-2024-0282,Igbo-Eze,True,2024-03-15,+2348077548535
recFRM0283,2026-03-15T08:00:00.000Z,FRM-2024-0283,Udi,True,2024-03-15,+2348018524728
recFRM0284,2026-03-15T08:00:00.000Z,FRM-2024-0284,Aninri,True,2024-03-15,+2348019639653
recFRM0285,2026-03-15T08:00:00.000Z,FRM-2024-0285,Enugu-East,True,2024-03-15,+2348034079672
recFRM0286,2026-03-15T08:00:00.000Z,FRM-2024-0286,Igbo-Eze,True,2024-03-15,+2348041769560
recFRM0287,2026-03-15T08:00:00.000Z,FRM-2024-0287,Igbo-Eze,True,2024-03-15,+2348056725432
recFRM0288,2026-03-15T08:00:00.000Z,FRM-2024-0288,Nsukka,True,2024-03-15,+2348027571638
recFRM0289,2026-03-15T08:00:00.000Z,FRM-2024-0289,Nsukka,True,2024-03-15,+2348078858381
recFRM0290,2026-03-15T08:00:00.000Z,FRM-2024-0290,Nsukka,True,2024-03-15,+2348021469198
recFRM0291,2026-03-15T08:00:00.000Z,FRM-2024-0291,Aninri,True,2024-03-15,+2348029989105
recFRM0292,2026-03-15T08:00:00.000Z,FRM-2024-0292,Udi,True,2024-03-15,+2348090106916
recFRM0293,2026-03-15T08:00:00.000Z,FRM-2024-0293,Enugu-East,True,2024-03-15,+2348075703617
recFRM0294,2026-03-15T08:00:00.000Z,FRM-2024-0294,Nsukka,True,2024-03-15,+2348076200785
recFRM0295,2026-03-15T08:00:00.000Z,FRM-2024-0295,Aninri,True,2024-03-15,+2348036465012
recFRM0296,2026-03-15T08:00:00.000Z,FRM-2024-0296,Enugu-East,True,2024-03-15,+2348062069743
recFRM0297,2026-03-15T08:00:00.000Z,FRM-2024-0297,Aninri,True,2024-03-15,+2348038721106
recFRM0298,2026-03-15T08:00:00.000Z,FRM-2024-0298,Udi,True,2024-03-15,+2348056415014
recFRM0299,2026-03-15T08:00:00.000Z,FRM-2024-0299,Udi,True,2024-03-15,+2348061644032
recFRM0300,2026-03-15T08:00:00.000Z,FRM-2024-0300,Aninri,True,2024-03-15,+2348013804394
recFRM0301,2026-03-15T08:00:00.000Z,FRM-2024-0301,Nsukka,True,2024-03-15,+2348035662357
recFRM0302,2026-03-15T08:00:00.000Z,FRM-2024-0302,Igbo-Eze,True,2024-03-15,+2348018377497
recFRM0303,2026-03-15T08:00:00.000Z,FRM-2024-0303,Igbo-Eze,True,2024-03-15,+2348014078968
recFRM0304,2026-03-15T08:00:00.000Z,FRM-2024-0304,Enugu-East,True,2024-03-15,+2348053951846
recFRM0305,2026-03-15T08:00:00.000Z,FRM-2024-0305,Nsukka,True,2024-03-15,+2348042978622
recFRM0306,2026-03-15T08:00:00.000Z,FRM-2024-0306,Udi,True,2024-03-15,+2348067760809
recFRM0307,2026-03-15T08:00:00.000Z,FRM-2024-0307,Udi,True,2024-03-15,+2348061753535
recFRM0308,2026-03-15T08:00:00.000Z,FRM-2024-0308,Aninri,True,2024-03-15,+2348064877850
recFRM0309,2026-03-15T08:00:00.000Z,FRM-2024-0309,Nsukka,True,2024-03-15,+2348092334115
recFRM0310,2026-03-15T08:00:00.000Z,FRM-2024-0310,Nsukka,True,2024-03-15,+2348090049286
recFRM0311,2026-03-15T08:00:00.000Z,FRM-2024-0311,Udi,True,2024-03-15,+2348063186657
recFRM0312,2026-03-15T08:00:00.000Z,FRM-2024-0312,Enugu-East,True,2024-03-15,+2348028269216
recFRM0313,2026-03-15T08:00:00.000Z,FRM-2024-0313,Aninri,True,2024-03-15,+2348059859400
recFRM0314,2026-03-15T08:00:00.000Z,FRM-2024-0314,Udi,True,2024-03-15,+2348045955194
recFRM0315,2026-03-15T08:00:00.000Z,FRM-2024-0315,Aninri,True,2024-03-15,+2348050686293
recFRM0316,2026-03-15T08:00:00.000Z,FRM-2024-0316,Enugu-East,True,2024-03-15,+2348042177408
recFRM0317,2026-03-15T08:00:00.000Z,FRM-2024-0317,Aninri,True,2024-03-15,+2348044982238
recFRM0318,2026-03-15T08:00:00.000Z,FRM-2024-0318,Enugu-East,True,2024-03-15,+2348056738843
recFRM0319,2026-03-15T08:00:00.000Z,FRM-2024-0319,Nsukka,True,2024-03-15,+2348071245943
recFRM0320,2026-03-15T08:00:00.000Z,FRM-2024-0320,Igbo-Eze,True,2024-03-15,+2348047145922
recFRM0321,2026-03-15T08:00:00.000Z,FRM-2024-0321,Nsukka,True,2024-03-15,+2348081122639
recFRM0322,2026-03-15T08:00:00.000Z,FRM-2024-0322,Aninri,True,2024-03-15,+2348022659612
recFRM0323,2026-03-15T08:00:00.000Z,FRM-2024-0323,Nsukka,True,2024-03-15,+2348031662913
recFRM0324,2026-03-15T08:00:00.000Z,FRM-2024-0324,Aninri,True,2024-03-15,+2348071183128
recFRM0325,2026-03-15T08:00:00.000Z,FRM-2024-0325,Igbo-Eze,True,2024-03-15,+2348034880766
recFRM0326,2026-03-15T08:00:00.000Z,FRM-2024-0326,Udi,True,2024-03-15,+2348013971860
recFRM0327,2026-03-15T08:00:00.000Z,FRM-2024-0327,Igbo-Eze,True,2024-03-15,+2348041548396
recFRM0328,2026-03-15T08:00:00.000Z,FRM-2024-0328,Nsukka,True,2024-03-15,+2348094867562
recFRM0329,2026-03-15T08:00:00.000Z,FRM-2024-0329,Enugu-East,True,2024-03-15,+2348041364674
recFRM0330,2026-03-15T08:00:00.000Z,FRM-2024-0330,Nsukka,True,2024-03-15,+2348062947902
recFRM0331,2026-03-15T08:00:00.000Z,FRM-2024-0331,Igbo-Eze,True,2024-03-15,+2348060495365
recFRM0332,2026-03-15T08:00:00.000Z,FRM-2024-0332,Enugu-East,True,2024-03-15,+2348084886072
recFRM0333,2026-03-15T08:00:00.000Z,FRM-2024-0333,Udi,True,2024-03-15,+2348019660652
recFRM0334,2026-03-15T08:00:00.000Z,FRM-2024-0334,Aninri,True,2024-03-15,+2348074309550
recFRM0335,2026-03-15T08:00:00.000Z,FRM-2024-0335,Igbo-Eze,True,2024-03-15,+2348032858057
recFRM0336,2026-03-15T08:00:00.000Z,FRM-2024-0336,Enugu-East,True,2024-03-15,+2348072622369
recFRM0337,2026-03-15T08:00:00.000Z,FRM-2024-0337,Enugu-East,True,2024-03-15,+2348015508115
recFRM0338,2026-03-15T08:00:00.000Z,FRM-2024-0338,Udi,True,2024-03-15,+2348013404132
recFRM0339,2026-03-15T08:00:00.000Z,FRM-2024-0339,Udi,True,2024-03-15,+2348061816085
recFRM0340,2026-03-15T08:00:00.000Z,FRM-2024-0340,Nsukka,True,2024-03-15,+2348027072228
