message_id,conversation_id,direction,from_wa_id,to_wa_id,type,text,template_name,status,sent_at
wa_msg_gen_000186,conv_rosa,outbound,15755556219,15755556208,text,"Order shipped, tracking to follow.",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000187,conv_diego,inbound,15755556243,15755556219,text,Sample batch 187 logged.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000188,conv_diego,outbound,15755556219,15755556243,text,"Mijo, llegas a cenar?",,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000189,conv_sofia,inbound,15755556236,15755556219,text,On my way to the field site.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000190,conv_sofia,outbound,15755556219,15755556236,text,"Mijo, llegas a cenar?",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000191,conv_carmen,inbound,15755556201,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000192,conv_carmen,outbound,15755556219,15755556201,text,Booth E-14 confirmed for ArtsFaire.,,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000193,conv_marco,inbound,15755556215,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000194,conv_marco,outbound,15755556219,15755556215,text,"Mijo, llegas a cenar?",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000195,conv_rosa,inbound,15755556208,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000196,conv_rosa,outbound,15755556219,15755556208,text,Booth E-14 confirmed for ArtsFaire.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000197,conv_diego,inbound,15755556243,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000198,conv_diego,outbound,15755556219,15755556243,text,On my way to the field site.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000199,conv_sofia,inbound,15755556236,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000200,conv_sofia,outbound,15755556219,15755556236,text,"Te quiero, call you at 6:30.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000201,conv_carmen,inbound,15755556201,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000202,conv_carmen,outbound,15755556219,15755556201,text,"Te quiero, call you at 6:30.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000203,conv_marco,inbound,15755556215,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000204,conv_marco,outbound,15755556219,15755556215,text,Booth E-14 confirmed for ArtsFaire.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000205,conv_rosa,inbound,15755556208,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000206,conv_rosa,outbound,15755556219,15755556208,text,"Order shipped, tracking to follow.",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000207,conv_diego,inbound,15755556243,15755556219,text,On my way to the field site.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000208,conv_diego,outbound,15755556219,15755556243,text,On my way to the field site.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000209,conv_sofia,inbound,15755556236,15755556219,text,Sample batch 209 logged.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000210,conv_sofia,outbound,15755556219,15755556236,text,"Te quiero, call you at 6:30.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000211,conv_carmen,inbound,15755556201,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000212,conv_carmen,outbound,15755556219,15755556201,text,"Te quiero, call you at 6:30.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000213,conv_marco,inbound,15755556215,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000214,conv_marco,outbound,15755556219,15755556215,text,On my way to the field site.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000215,conv_rosa,inbound,15755556208,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000216,conv_rosa,outbound,15755556219,15755556208,text,Sample batch 216 logged.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000217,conv_diego,inbound,15755556243,15755556219,text,On my way to the field site.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000218,conv_diego,outbound,15755556219,15755556243,text,"Order shipped, tracking to follow.",,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000219,conv_sofia,inbound,15755556236,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000220,conv_sofia,outbound,15755556219,15755556236,text,"Order shipped, tracking to follow.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000221,conv_carmen,inbound,15755556201,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000222,conv_carmen,outbound,15755556219,15755556201,text,"Order shipped, tracking to follow.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000223,conv_marco,inbound,15755556215,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000224,conv_marco,outbound,15755556219,15755556215,text,On my way to the field site.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000225,conv_rosa,inbound,15755556208,15755556219,text,Sample batch 225 logged.,,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000226,conv_rosa,outbound,15755556219,15755556208,text,"Mijo, llegas a cenar?",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000227,conv_diego,inbound,15755556243,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000228,conv_diego,outbound,15755556219,15755556243,text,Sample batch 228 logged.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000229,conv_sofia,inbound,15755556236,15755556219,text,On my way to the field site.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000230,conv_sofia,outbound,15755556219,15755556236,text,On my way to the field site.,,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000231,conv_carmen,inbound,15755556201,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000232,conv_carmen,outbound,15755556219,15755556201,text,Sample batch 232 logged.,,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000233,conv_marco,inbound,15755556215,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000234,conv_marco,outbound,15755556219,15755556215,text,On my way to the field site.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000235,conv_rosa,inbound,15755556208,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000236,conv_rosa,outbound,15755556219,15755556208,text,"Order shipped, tracking to follow.",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000237,conv_diego,inbound,15755556243,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000238,conv_diego,outbound,15755556219,15755556243,text,Booth E-14 confirmed for ArtsFaire.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000239,conv_sofia,inbound,15755556236,15755556219,text,On my way to the field site.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000240,conv_sofia,outbound,15755556219,15755556236,text,"Te quiero, call you at 6:30.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000241,conv_carmen,inbound,15755556201,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000242,conv_carmen,outbound,15755556219,15755556201,text,"Order shipped, tracking to follow.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000243,conv_marco,inbound,15755556215,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000244,conv_marco,outbound,15755556219,15755556215,text,"Mijo, llegas a cenar?",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000245,conv_rosa,inbound,15755556208,15755556219,text,Sample batch 245 logged.,,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000246,conv_rosa,outbound,15755556219,15755556208,text,Sample batch 246 logged.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000247,conv_diego,inbound,15755556243,15755556219,text,On my way to the field site.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000248,conv_diego,outbound,15755556219,15755556243,text,On my way to the field site.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000249,conv_sofia,inbound,15755556236,15755556219,text,Sample batch 249 logged.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000250,conv_sofia,outbound,15755556219,15755556236,text,On my way to the field site.,,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000251,conv_carmen,inbound,15755556201,15755556219,text,On my way to the field site.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000252,conv_carmen,outbound,15755556219,15755556201,text,"Te quiero, call you at 6:30.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000253,conv_marco,inbound,15755556215,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000254,conv_marco,outbound,15755556219,15755556215,text,Booth E-14 confirmed for ArtsFaire.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000255,conv_rosa,inbound,15755556208,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000256,conv_rosa,outbound,15755556219,15755556208,text,"Order shipped, tracking to follow.",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000257,conv_diego,inbound,15755556243,15755556219,text,Sample batch 257 logged.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000258,conv_diego,outbound,15755556219,15755556243,text,On my way to the field site.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000259,conv_sofia,inbound,15755556236,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000260,conv_sofia,outbound,15755556219,15755556236,text,"Order shipped, tracking to follow.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000261,conv_carmen,inbound,15755556201,15755556219,text,On my way to the field site.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000262,conv_carmen,outbound,15755556219,15755556201,text,"Order shipped, tracking to follow.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000263,conv_marco,inbound,15755556215,15755556219,text,On my way to the field site.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000264,conv_marco,outbound,15755556219,15755556215,text,Booth E-14 confirmed for ArtsFaire.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000265,conv_rosa,inbound,15755556208,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000266,conv_rosa,outbound,15755556219,15755556208,text,Sample batch 266 logged.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000267,conv_diego,inbound,15755556243,15755556219,text,Sample batch 267 logged.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000268,conv_diego,outbound,15755556219,15755556243,text,Sample batch 268 logged.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000269,conv_sofia,inbound,15755556236,15755556219,text,Sample batch 269 logged.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000270,conv_sofia,outbound,15755556219,15755556236,text,Booth E-14 confirmed for ArtsFaire.,,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000271,conv_carmen,inbound,15755556201,15755556219,text,Sample batch 271 logged.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000272,conv_carmen,outbound,15755556219,15755556201,text,"Order shipped, tracking to follow.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000273,conv_marco,inbound,15755556215,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000274,conv_marco,outbound,15755556219,15755556215,text,On my way to the field site.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000275,conv_rosa,inbound,15755556208,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000276,conv_rosa,outbound,15755556219,15755556208,text,"Order shipped, tracking to follow.",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000277,conv_diego,inbound,15755556243,15755556219,text,On my way to the field site.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000278,conv_diego,outbound,15755556219,15755556243,text,"Mijo, llegas a cenar?",,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000279,conv_sofia,inbound,15755556236,15755556219,text,On my way to the field site.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000280,conv_sofia,outbound,15755556219,15755556236,text,"Mijo, llegas a cenar?",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000281,conv_carmen,inbound,15755556201,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000282,conv_carmen,outbound,15755556219,15755556201,text,On my way to the field site.,,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000283,conv_marco,inbound,15755556215,15755556219,text,Sample batch 283 logged.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000284,conv_marco,outbound,15755556219,15755556215,text,On my way to the field site.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000285,conv_rosa,inbound,15755556208,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000286,conv_rosa,outbound,15755556219,15755556208,text,"Order shipped, tracking to follow.",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000287,conv_diego,inbound,15755556243,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000288,conv_diego,outbound,15755556219,15755556243,text,"Mijo, llegas a cenar?",,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000289,conv_sofia,inbound,15755556236,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000290,conv_sofia,outbound,15755556219,15755556236,text,"Order shipped, tracking to follow.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000291,conv_carmen,inbound,15755556201,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000292,conv_carmen,outbound,15755556219,15755556201,text,"Order shipped, tracking to follow.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000293,conv_marco,inbound,15755556215,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000294,conv_marco,outbound,15755556219,15755556215,text,"Te quiero, call you at 6:30.",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000295,conv_rosa,inbound,15755556208,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000296,conv_rosa,outbound,15755556219,15755556208,text,"Te quiero, call you at 6:30.",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000297,conv_diego,inbound,15755556243,15755556219,text,On my way to the field site.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000298,conv_diego,outbound,15755556219,15755556243,text,"Te quiero, call you at 6:30.",,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000299,conv_sofia,inbound,15755556236,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000300,conv_sofia,outbound,15755556219,15755556236,text,"Mijo, llegas a cenar?",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000301,conv_carmen,inbound,15755556201,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000302,conv_carmen,outbound,15755556219,15755556201,text,Booth E-14 confirmed for ArtsFaire.,,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000303,conv_marco,inbound,15755556215,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000304,conv_marco,outbound,15755556219,15755556215,text,"Order shipped, tracking to follow.",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000305,conv_rosa,inbound,15755556208,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000306,conv_rosa,outbound,15755556219,15755556208,text,Sample batch 306 logged.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000307,conv_diego,inbound,15755556243,15755556219,text,On my way to the field site.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000308,conv_diego,outbound,15755556219,15755556243,text,Sample batch 308 logged.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000309,conv_sofia,inbound,15755556236,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000310,conv_sofia,outbound,15755556219,15755556236,text,"Mijo, llegas a cenar?",,read,2026-10-17T19:00:00-06:00
