id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
U_gen_000250,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000251,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000252,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000253,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000254,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000255,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000256,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000257,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000258,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000259,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000260,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000261,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000262,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000263,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000264,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000265,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000266,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000267,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000268,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000269,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000270,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000271,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000272,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000273,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000274,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000275,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000276,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000277,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000278,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000279,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000280,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000281,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000282,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000283,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000284,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000285,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000286,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000287,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000288,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000289,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000290,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000291,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000292,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000293,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000294,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000295,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000296,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000297,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000298,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000299,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000300,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000301,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000302,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000303,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000304,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000305,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000306,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000307,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000308,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000309,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000310,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000311,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000312,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000313,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000314,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000315,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000316,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000317,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000318,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000319,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000320,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000321,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000322,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
