sid,from_number,to_number,body,status,direction,num_segments,price,price_unit,error_code,date_sent,date_created
SM00000000000000000000000000000103,+15145550199,+15145810679,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:12:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000104,+15145550199,+15142030988,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:08:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000105,+15145550199,+15142344518,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:41:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000106,+15145550199,+15148314728,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:59:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000107,+15145550199,+15146416869,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:05:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000108,+15145550199,+15145619755,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:20:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000109,+15145550199,+15142819465,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:56:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000110,+15145550199,+15149420529,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:48:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000111,+15145550199,+15148784915,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:02:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000112,+15145550199,+15149746699,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:13:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000113,+15145550199,+15149989361,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:39:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000114,+15145550199,+15142458046,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:46:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000115,+15145550199,+15143026772,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:43:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000116,+15145550199,+15145463331,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:31:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000117,+15145550199,+15145873003,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:38:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000118,+15145550199,+15143464054,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:37:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000119,+15145550199,+15144878688,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:27:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000120,+15145550199,+15144068994,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:34:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000121,+15145550199,+15148274664,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:51:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000122,+15145550199,+15146889303,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:22:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000123,+15145550199,+15143530151,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:24:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000124,+15145550199,+15143871375,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:36:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000125,+15145550199,+15146859737,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:05:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000126,+15145550199,+15145585183,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:18:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000127,+15145550199,+15144162744,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:24:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000128,+15145550199,+15143219545,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:43:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000129,+15145550199,+15142856739,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:06:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000130,+15145550199,+15143416363,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:07:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000131,+15145550199,+15144983158,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:07:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000132,+15145550199,+15144417863,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:21:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000133,+15145550199,+15145208799,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:24:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000134,+15145550199,+15147601759,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:19:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000135,+15145550199,+15148517816,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:46:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000136,+15145550199,+15145423949,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:31:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000137,+15145550199,+15142237139,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:57:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000138,+15145550199,+15143794806,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:08:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000139,+15145550199,+15146817989,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:21:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000140,+15145550199,+15149036024,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:18:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000141,+15145550199,+15142301075,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:15:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000142,+15145550199,+15142179049,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:24:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000143,+15145550199,+15145650521,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:20:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000144,+15145550199,+15143464350,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:34:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000145,+15145550199,+15142817417,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:35:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000146,+15145550199,+15147440345,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:42:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000147,+15145550199,+15147469449,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:21:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000148,+15145550199,+15143259583,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:04:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000149,+15145550199,+15143187722,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:43:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000150,+15145550199,+15148884360,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:42:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000151,+15145550199,+15142275756,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:43:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000152,+15145550199,+15145530132,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:16:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000153,+15145550199,+15149375357,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:54:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000154,+15145550199,+15144287354,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:28:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000155,+15145550199,+15149075203,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:57:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000156,+15145550199,+15143648284,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:49:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000157,+15145550199,+15149658172,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:29:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000158,+15145550199,+15145642599,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:42:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000159,+15145550199,+15143979535,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:46:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000160,+15145550199,+15148898272,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:27:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000161,+15145550199,+15148727547,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:57:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000162,+15145550199,+15143447518,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:35:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000163,+15145550199,+15146286406,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:43:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000164,+15145550199,+15148310608,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:26:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000165,+15145550199,+15145459838,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:49:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000166,+15145550199,+15147697633,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:52:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000167,+15145550199,+15145978678,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:04:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000168,+15145550199,+15142992869,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:22:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000169,+15145550199,+15147717377,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:20:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000170,+15145550199,+15145921782,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:02:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000171,+15145550199,+15147656082,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:07:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000172,+15145550199,+15145444027,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:36:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000173,+15145550199,+15147873022,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:59:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000174,+15145550199,+15144995810,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:29:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000175,+15145550199,+15147337958,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:48:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000176,+15145550199,+15146455972,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:23:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000177,+15145550199,+15148155578,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:25:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000178,+15145550199,+15147791821,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:44:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000179,+15145550199,+15145982210,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:20:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000180,+15145550199,+15149078475,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:03:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000181,+15145550199,+15143471505,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:34:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000182,+15145550199,+15149198357,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:28:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000183,+15145550199,+15144053708,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:49:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000184,+15145550199,+15145605141,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:31:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000185,+15145550199,+15149196089,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:12:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000186,+15145550199,+15149381347,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:04:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000187,+15145550199,+15143266068,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:09:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000188,+15145550199,+15149450308,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:36:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000189,+15145550199,+15146922786,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:51:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000190,+15145550199,+15149027073,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:18:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000191,+15145550199,+15145932747,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:59:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000192,+15145550199,+15148454097,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:50:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000193,+15145550199,+15145222300,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:38:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000194,+15145550199,+15148141625,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:23:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000195,+15145550199,+15145406178,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:30:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000196,+15145550199,+15146349448,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:49:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000197,+15145550199,+15149090821,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:25:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000198,+15145550199,+15144320887,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:34:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000199,+15145550199,+15148490796,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:42:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000200,+15145550199,+15143104907,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:15:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000201,+15145550199,+15142495666,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:33:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000202,+15145550199,+15145672915,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:22:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000203,+15145550199,+15142068748,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",delivered,outbound-api,1,-0.0075,USD,,2026-10-15T06:33:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000204,+15145550199,+15145174930,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",failed,outbound-api,1,-0.0075,USD,30008,2026-10-15T06:47:00-04:00,2026-10-15T06:00:00-04:00
SM00000000000000000000000000000205,+15145550199,+15148690771,"Rappel / Reminder: Mobilite Plateau consultation publique finale le 15 octobre, 19h, Centre communautaire du Plateau.",failed,outbound-api,1,-0.0075,USD,30008,2026-10-15T06:00:00-04:00,2026-10-15T06:00:00-04:00
